"Employee_ID","Job_Role","Stress_Level","Productivity_Change","Social_Isolation_Rating"
"EMP3864","Sales","Low","Decrease","4"
"EMP3877","Data Scientist","Low","Decrease","3"
"EMP3879","Project Manager","Low","Decrease","5"
"EMP3884","Project Manager","Low","Decrease","4"
"EMP3910","Marketing","Low","Decrease","3"
"EMP3928","Project Manager","Low","Decrease","4"
"EMP3961","Marketing","Low","Decrease","5"
"EMP3967","Designer","Low","Decrease","5"
"EMP3969","Data Scientist","Low","Decrease","5"
"EMP3972","Marketing","Low","Decrease","4"
"EMP3978","Data Scientist","Low","Decrease","5"
"EMP3981","Software Engineer","Low","Decrease","4"
"EMP3988","HR","Low","Decrease","4"
"EMP4000","HR","Low","Decrease","4"
"EMP4010","HR","Low","Decrease","5"
"EMP4020","HR","Low","Decrease","4"
"EMP4022","HR","Low","Decrease","4"
"EMP4033","Project Manager","Low","Decrease","4"
"EMP4057","Software Engineer","Low","Decrease","3"
"EMP4065","Marketing","Low","Decrease","4"
"EMP4066","HR","Low","Decrease","3"
"EMP4127","Designer","Low","Decrease","4"
"EMP4154","Project Manager","Low","Decrease","3"
"EMP4159","HR","Low","Decrease","4"
"EMP4163","Software Engineer","Low","Decrease","4"
"EMP4168","Sales","Low","Decrease","3"
"EMP4176","HR","Low","Decrease","5"
"EMP4198","Sales","Low","Decrease","5"
"EMP4199","Data Scientist","Low","Decrease","3"
"EMP4211","Designer","Low","Decrease","3"
"EMP4221","HR","Low","Decrease","4"
"EMP4239","Marketing","Low","Decrease","3"
"EMP4242","Project Manager","Low","Decrease","5"
"EMP4244","Project Manager","Low","Decrease","4"
"EMP4283","Designer","Low","Decrease","3"
"EMP4333","Marketing","Low","Decrease","4"
"EMP4334","Project Manager","Low","Decrease","3"
"EMP4341","Marketing","Low","Decrease","4"
"EMP4371","Designer","Low","Decrease","5"
"EMP4377","Project Manager","Low","Decrease","3"
"EMP4401","Designer","Low","Decrease","4"
"EMP4408","Designer","Low","Decrease","5"
"EMP4444","Data Scientist","Low","Decrease","5"
"EMP4456","Project Manager","Low","Decrease","3"
"EMP4463","Marketing","Low","Decrease","3"
"EMP4488","Designer","Low","Decrease","3"
"EMP4503","Designer","Low","Decrease","3"
"EMP4532","Project Manager","Low","Decrease","4"
"EMP4533","Software Engineer","Low","Decrease","4"
"EMP4535","HR","Low","Decrease","4"
"EMP4537","Software Engineer","Low","Decrease","4"
"EMP4549","Designer","Low","Decrease","5"
"EMP4563","Software Engineer","Low","Decrease","5"
"EMP4567","Designer","Low","Decrease","5"
"EMP4590","Sales","Low","Decrease","5"
"EMP4593","Data Scientist","Low","Decrease","5"
"EMP4600","Data Scientist","Low","Decrease","4"
"EMP4602","Project Manager","Low","Decrease","4"
"EMP4612","Software Engineer","Low","Decrease","4"
"EMP4616","Designer","Low","Decrease","5"
"EMP4623","HR","Low","Decrease","3"
"EMP4683","Data Scientist","Low","Decrease","4"
"EMP4707","HR","Low","Decrease","5"
"EMP4721","Software Engineer","Low","Decrease","3"
"EMP4727","Data Scientist","Low","Decrease","3"
"EMP4757","Marketing","Low","Decrease","3"
"EMP4759","Sales","Low","Decrease","5"
"EMP4783","Project Manager","Low","Decrease","5"
"EMP4797","Project Manager","Low","Decrease","4"
"EMP4811","Project Manager","Low","Decrease","3"
"EMP4830","Designer","Low","Decrease","5"
"EMP4840","Sales","Low","Decrease","4"
"EMP4847","Project Manager","Low","Decrease","5"
"EMP4857","Designer","Low","Decrease","4"
"EMP4862","Sales","Low","Decrease","3"
"EMP4879","Sales","Low","Decrease","4"
"EMP4880","HR","Low","Decrease","4"
"EMP4892","Data Scientist","Low","Decrease","5"
"EMP4903","Software Engineer","Low","Decrease","3"
"EMP4922","HR","Low","Decrease","5"
"EMP4951","Project Manager","Low","Decrease","3"
"EMP4954","Designer","Low","Decrease","3"
"EMP4955","Data Scientist","Low","Decrease","3"
"EMP4960","HR","Low","Decrease","5"
"EMP4981","Software Engineer","Low","Decrease","4"
"EMP0005","Sales","High","Decrease","3"
"EMP0011","Software Engineer","High","Decrease","4"
"EMP0015","Project Manager","High","Decrease","5"
"EMP0027","Project Manager","High","Decrease","4"
"EMP0029","Sales","High","Decrease","4"
"EMP0051","HR","High","Decrease","5"
"EMP0068","Marketing","High","Decrease","3"
"EMP0069","Designer","High","Decrease","3"
"EMP0081","Data Scientist","High","Decrease","4"
"EMP0092","Software Engineer","High","Decrease","3"
"EMP0097","Data Scientist","High","Decrease","5"
"EMP0149","Designer","High","Decrease","3"
"EMP0224","Marketing","High","Decrease","4"
"EMP0274","Designer","High","Decrease","3"
"EMP0277","Sales","High","Decrease","4"
"EMP0288","Sales","High","Decrease","3"
"EMP0291","Sales","High","Decrease","4"
"EMP0292","HR","High","Decrease","4"
"EMP0325","Marketing","High","Decrease","3"
"EMP0346","Software Engineer","High","Decrease","3"
"EMP0351","Designer","High","Decrease","3"
"EMP0380","Marketing","High","Decrease","5"
"EMP0388","Sales","High","Decrease","4"
"EMP0407","Project Manager","High","Decrease","3"
"EMP0435","Data Scientist","High","Decrease","3"
"EMP0443","Designer","High","Decrease","4"
"EMP0466","Marketing","High","Decrease","5"
"EMP0472","HR","High","Decrease","3"
"EMP0478","Designer","High","Decrease","3"
"EMP0481","Software Engineer","High","Decrease","3"
"EMP0512","Designer","High","Decrease","4"
"EMP0520","Designer","High","Decrease","4"
"EMP0535","Marketing","High","Decrease","3"
"EMP0550","Project Manager","High","Decrease","5"
"EMP0552","Sales","High","Decrease","5"
"EMP0564","Software Engineer","High","Decrease","4"
"EMP0566","Project Manager","High","Decrease","4"
"EMP0594","Project Manager","High","Decrease","3"
"EMP0602","Marketing","High","Decrease","4"
"EMP0604","Data Scientist","High","Decrease","3"
"EMP0618","Sales","High","Decrease","4"
"EMP0620","HR","High","Decrease","4"
"EMP0621","Software Engineer","High","Decrease","3"
"EMP0639","Software Engineer","High","Decrease","3"
"EMP0656","Designer","High","Decrease","5"
"EMP0660","Software Engineer","High","Decrease","5"
"EMP0677","Sales","High","Decrease","5"
"EMP0698","Project Manager","High","Decrease","4"
"EMP0719","Data Scientist","High","Decrease","3"
"EMP0725","Software Engineer","High","Decrease","5"
"EMP0734","Software Engineer","High","Decrease","3"
"EMP0742","Marketing","High","Decrease","4"
"EMP0749","Project Manager","High","Decrease","5"
"EMP0754","Data Scientist","High","Decrease","3"
"EMP0781","Designer","High","Decrease","3"
"EMP0785","Software Engineer","High","Decrease","3"
"EMP0788","Marketing","High","Decrease","3"
"EMP0794","Marketing","High","Decrease","3"
"EMP0799","Data Scientist","High","Decrease","3"
"EMP0840","Sales","High","Decrease","3"
"EMP0843","Designer","High","Decrease","4"
"EMP0849","HR","High","Decrease","4"
"EMP0872","Marketing","High","Decrease","3"
"EMP0880","Marketing","High","Decrease","4"
"EMP0924","Data Scientist","High","Decrease","3"
"EMP0939","HR","High","Decrease","3"
"EMP0941","Marketing","High","Decrease","3"
"EMP0959","Designer","High","Decrease","4"
"EMP0967","Sales","High","Decrease","3"
"EMP0974","Software Engineer","High","Decrease","3"
"EMP0982","Designer","High","Decrease","5"
"EMP1003","Sales","High","Decrease","3"
"EMP1010","Designer","High","Decrease","5"
"EMP1028","Data Scientist","High","Decrease","3"
"EMP1034","HR","High","Decrease","5"
"EMP1056","Data Scientist","High","Decrease","3"
"EMP1077","Project Manager","High","Decrease","4"
"EMP1085","Marketing","High","Decrease","4"
"EMP1089","Project Manager","High","Decrease","3"
"EMP1110","Software Engineer","High","Decrease","5"
"EMP1162","Designer","High","Decrease","3"
"EMP1182","Marketing","High","Decrease","4"
"EMP1186","HR","High","Decrease","4"
"EMP1194","Software Engineer","High","Decrease","3"
"EMP1195","Designer","High","Decrease","4"
"EMP1196","Project Manager","High","Decrease","3"
"EMP1210","Sales","High","Decrease","5"
"EMP1214","Marketing","High","Decrease","3"
"EMP1227","Designer","High","Decrease","4"
"EMP1237","Data Scientist","High","Decrease","5"
"EMP1252","Marketing","High","Decrease","3"
"EMP1266","Data Scientist","High","Decrease","3"
"EMP1286","Marketing","High","Decrease","5"
"EMP1289","Project Manager","High","Decrease","3"
"EMP1297","Sales","High","Decrease","3"
"EMP1325","Data Scientist","High","Decrease","5"
"EMP1326","Marketing","High","Decrease","4"
"EMP1333","Data Scientist","High","Decrease","5"
"EMP1342","HR","High","Decrease","4"
"EMP1357","Software Engineer","High","Decrease","5"
"EMP1366","Marketing","High","Decrease","4"
"EMP1382","Marketing","High","Decrease","3"
"EMP1388","Data Scientist","High","Decrease","4"
"EMP1403","Software Engineer","High","Decrease","5"
"EMP1411","Designer","High","Decrease","4"
"EMP1445","Data Scientist","High","Decrease","4"
"EMP1486","Data Scientist","High","Decrease","4"
"EMP1492","HR","High","Decrease","3"
"EMP1501","Software Engineer","High","Decrease","5"
"EMP1521","Software Engineer","High","Decrease","5"
"EMP1523","Marketing","High","Decrease","4"
"EMP1524","Project Manager","High","Decrease","4"
"EMP1535","Project Manager","High","Decrease","4"
"EMP1547","Sales","High","Decrease","3"
"EMP1548","Marketing","High","Decrease","3"
"EMP1552","Sales","High","Decrease","3"
"EMP1571","HR","High","Decrease","3"
"EMP1578","Data Scientist","High","Decrease","3"
"EMP1579","Project Manager","High","Decrease","3"
"EMP1592","Designer","High","Decrease","5"
"EMP1621","Sales","High","Decrease","3"
"EMP1629","HR","High","Decrease","3"
"EMP1632","Sales","High","Decrease","5"
"EMP1655","HR","High","Decrease","4"
"EMP1656","Data Scientist","High","Decrease","5"
"EMP1661","Project Manager","High","Decrease","5"
"EMP1687","Sales","High","Decrease","4"
"EMP1696","Project Manager","High","Decrease","4"
"EMP1706","Data Scientist","High","Decrease","5"
"EMP1707","Marketing","High","Decrease","4"
"EMP1715","Data Scientist","High","Decrease","3"
"EMP1730","Project Manager","High","Decrease","3"
"EMP1746","Software Engineer","High","Decrease","5"
"EMP1752","Project Manager","High","Decrease","3"
"EMP1772","Data Scientist","High","Decrease","5"
"EMP1783","HR","High","Decrease","5"
"EMP1793","Data Scientist","High","Decrease","4"
"EMP1817","Data Scientist","High","Decrease","5"
"EMP1819","Designer","High","Decrease","5"
"EMP1847","Marketing","High","Decrease","5"
"EMP1848","Project Manager","High","Decrease","4"
"EMP1875","Designer","High","Decrease","4"
"EMP1885","Sales","High","Decrease","5"
"EMP1902","Project Manager","High","Decrease","4"
"EMP1962","Project Manager","High","Decrease","5"
"EMP1987","Sales","High","Decrease","4"
"EMP2007","Software Engineer","High","Decrease","5"
"EMP2009","Data Scientist","High","Decrease","5"
"EMP2022","Project Manager","High","Decrease","4"
"EMP2025","Project Manager","High","Decrease","4"
"EMP2048","Data Scientist","High","Decrease","5"
"EMP2065","Sales","High","Decrease","4"
"EMP2066","HR","High","Decrease","3"
"EMP2098","Marketing","High","Decrease","4"
"EMP2128","Data Scientist","High","Decrease","3"
"EMP2130","HR","High","Decrease","4"
"EMP2147","Data Scientist","High","Decrease","5"
"EMP2148","Project Manager","High","Decrease","3"
"EMP2149","Designer","High","Decrease","5"
"EMP2156","Project Manager","High","Decrease","3"
"EMP2167","Designer","High","Decrease","3"
"EMP2180","Designer","High","Decrease","5"
"EMP2223","Sales","High","Decrease","3"
"EMP2247","Sales","High","Decrease","4"
"EMP2248","Project Manager","High","Decrease","3"
"EMP2256","Designer","High","Decrease","4"
"EMP2262","Designer","High","Decrease","4"
"EMP2274","Designer","High","Decrease","5"
"EMP2302","Project Manager","High","Decrease","3"
"EMP2307","Data Scientist","High","Decrease","5"
"EMP2320","Designer","High","Decrease","4"
"EMP2326","Software Engineer","High","Decrease","3"
"EMP2327","Project Manager","High","Decrease","5"
"EMP2335","Designer","High","Decrease","3"
"EMP2337","Data Scientist","High","Decrease","5"
"EMP2374","Sales","High","Decrease","3"
"EMP2382","Sales","High","Decrease","4"
"EMP2408","Data Scientist","High","Decrease","4"
"EMP2412","HR","High","Decrease","3"
"EMP2418","Designer","High","Decrease","4"
"EMP2449","Data Scientist","High","Decrease","5"
"EMP2451","Project Manager","High","Decrease","3"
"EMP2454","Marketing","High","Decrease","5"
"EMP2462","Data Scientist","High","Decrease","5"
"EMP2478","Marketing","High","Decrease","5"
"EMP2513","Software Engineer","High","Decrease","5"
"EMP2514","Marketing","High","Decrease","5"
"EMP2532","Sales","High","Decrease","3"
"EMP2546","Software Engineer","High","Decrease","4"
"EMP2561","Data Scientist","High","Decrease","5"
"EMP2563","Data Scientist","High","Decrease","5"
"EMP2565","Designer","High","Decrease","3"
"EMP2574","Data Scientist","High","Decrease","3"
"EMP2621","Designer","High","Decrease","5"
"EMP2623","Project Manager","High","Decrease","3"
"EMP2632","Project Manager","High","Decrease","4"
"EMP2645","Designer","High","Decrease","3"
"EMP2646","HR","High","Decrease","5"
"EMP2648","HR","High","Decrease","4"
"EMP2682","Marketing","High","Decrease","4"
"EMP2689","Sales","High","Decrease","5"
"EMP2709","Data Scientist","High","Decrease","5"
"EMP2711","Project Manager","High","Decrease","5"
"EMP2735","Marketing","High","Decrease","5"
"EMP2739","Data Scientist","High","Decrease","4"
"EMP2757","Project Manager","High","Decrease","5"
"EMP2786","Software Engineer","High","Decrease","5"
"EMP2826","Sales","High","Decrease","3"
"EMP2865","Project Manager","High","Decrease","5"
"EMP2890","Sales","High","Decrease","4"
"EMP2892","Designer","High","Decrease","5"
"EMP2904","Software Engineer","High","Decrease","3"
"EMP2906","HR","High","Decrease","5"
"EMP2908","Project Manager","High","Decrease","3"
"EMP2921","Designer","High","Decrease","4"
"EMP2938","HR","High","Decrease","5"
"EMP2939","Data Scientist","High","Decrease","4"
"EMP2951","Designer","High","Decrease","3"
"EMP2955","Marketing","High","Decrease","5"
"EMP2966","Software Engineer","High","Decrease","4"
"EMP2984","Project Manager","High","Decrease","3"
"EMP2996","Marketing","High","Decrease","5"
"EMP3029","Data Scientist","High","Decrease","5"
"EMP3030","Data Scientist","High","Decrease","4"
"EMP3045","Marketing","High","Decrease","5"
"EMP3059","Designer","High","Decrease","4"
"EMP3072","Sales","High","Decrease","5"
"EMP3094","Sales","High","Decrease","5"
"EMP3099","Project Manager","High","Decrease","5"
"EMP3103","Data Scientist","High","Decrease","3"
"EMP3124","Sales","High","Decrease","3"
"EMP3135","Designer","High","Decrease","3"
"EMP3137","Project Manager","High","Decrease","4"
"EMP3165","Marketing","High","Decrease","3"
"EMP3194","Data Scientist","High","Decrease","4"
"EMP3209","Designer","High","Decrease","4"
"EMP3219","Project Manager","High","Decrease","3"
"EMP3224","Project Manager","High","Decrease","5"
"EMP3247","Designer","High","Decrease","3"
"EMP3257","Marketing","High","Decrease","4"
"EMP3264","Sales","High","Decrease","5"
"EMP3296","Designer","High","Decrease","5"
"EMP3305","HR","High","Decrease","3"
"EMP3311","HR","High","Decrease","4"
"EMP3313","Sales","High","Decrease","5"
"EMP3314","Software Engineer","High","Decrease","3"
"EMP3345","Sales","High","Decrease","5"
"EMP3352","Software Engineer","High","Decrease","5"
"EMP3363","HR","High","Decrease","3"
"EMP3379","Designer","High","Decrease","5"
"EMP3384","Marketing","High","Decrease","4"
"EMP3446","Software Engineer","High","Decrease","4"
"EMP3457","Software Engineer","High","Decrease","3"
"EMP3482","Marketing","High","Decrease","3"
"EMP3495","Project Manager","High","Decrease","3"
"EMP3497","Marketing","High","Decrease","3"
"EMP3499","HR","High","Decrease","3"
"EMP3514","Marketing","High","Decrease","5"
"EMP3559","HR","High","Decrease","5"
"EMP3562","Designer","High","Decrease","5"
"EMP3585","Data Scientist","High","Decrease","3"
"EMP3591","Sales","High","Decrease","4"
"EMP3592","Designer","High","Decrease","3"
"EMP3594","Marketing","High","Decrease","5"
"EMP3598","Marketing","High","Decrease","5"
"EMP3615","Sales","High","Decrease","4"
"EMP3634","Designer","High","Decrease","3"
"EMP3666","Designer","High","Decrease","4"
"EMP3682","Software Engineer","High","Decrease","3"
"EMP3686","Project Manager","High","Decrease","4"
"EMP3709","HR","High","Decrease","4"
"EMP3758","Data Scientist","High","Decrease","3"
"EMP3773","Project Manager","High","Decrease","3"
"EMP3779","HR","High","Decrease","5"
"EMP3782","Data Scientist","High","Decrease","4"
"EMP3806","Designer","High","Decrease","4"
"EMP3810","Sales","High","Decrease","5"
"EMP3832","HR","High","Decrease","3"
"EMP3842","HR","High","Decrease","3"
"EMP3852","Designer","High","Decrease","5"
"EMP3865","Sales","High","Decrease","3"
"EMP3881","Project Manager","High","Decrease","5"
"EMP3886","Marketing","High","Decrease","4"
"EMP3899","Project Manager","High","Decrease","3"
"EMP3900","Data Scientist","High","Decrease","4"
"EMP3904","HR","High","Decrease","3"
"EMP3907","Project Manager","High","Decrease","3"
"EMP3908","Software Engineer","High","Decrease","4"
"EMP3933","Designer","High","Decrease","4"
"EMP3973","Data Scientist","High","Decrease","4"
"EMP3983","Data Scientist","High","Decrease","5"
"EMP3995","Sales","High","Decrease","5"
"EMP3996","Designer","High","Decrease","4"
"EMP4003","Software Engineer","High","Decrease","5"
"EMP4011","Project Manager","High","Decrease","5"
"EMP4017","Marketing","High","Decrease","5"
"EMP4067","Software Engineer","High","Decrease","4"
"EMP4073","Marketing","High","Decrease","5"
"EMP4079","Marketing","High","Decrease","3"
"EMP4102","Designer","High","Decrease","5"
"EMP4121","Project Manager","High","Decrease","5"
"EMP4169","Data Scientist","High","Decrease","4"
"EMP4184","Sales","High","Decrease","3"
"EMP4186","HR","High","Decrease","5"
"EMP4195","Designer","High","Decrease","5"
"EMP4206","Marketing","High","Decrease","3"
"EMP4216","Data Scientist","High","Decrease","3"
"EMP4220","Designer","High","Decrease","5"
"EMP4224","HR","High","Decrease","4"
"EMP4238","Designer","High","Decrease","4"
"EMP4249","Project Manager","High","Decrease","5"
"EMP4254","HR","High","Decrease","5"
"EMP4279","Marketing","High","Decrease","4"
"EMP4281","Project Manager","High","Decrease","3"
"EMP4290","Software Engineer","High","Decrease","4"
"EMP4307","Data Scientist","High","Decrease","4"
"EMP4322","Data Scientist","High","Decrease","5"
"EMP4323","HR","High","Decrease","4"
"EMP4327","Sales","High","Decrease","4"
"EMP4328","Project Manager","High","Decrease","3"
"EMP4335","Sales","High","Decrease","4"
"EMP4403","HR","High","Decrease","5"
"EMP4410","Project Manager","High","Decrease","4"
"EMP4412","HR","High","Decrease","3"
"EMP4416","Project Manager","High","Decrease","5"
"EMP4432","Project Manager","High","Decrease","3"
"EMP4437","Marketing","High","Decrease","4"
"EMP4457","Software Engineer","High","Decrease","3"
"EMP4499","Designer","High","Decrease","5"
"EMP4510","Data Scientist","High","Decrease","5"
"EMP4512","HR","High","Decrease","4"
"EMP4529","Marketing","High","Decrease","3"
"EMP4531","Designer","High","Decrease","5"
"EMP4547","Designer","High","Decrease","5"
"EMP4564","Data Scientist","High","Decrease","5"
"EMP4584","Designer","High","Decrease","4"
"EMP4592","Sales","High","Decrease","5"
"EMP4596","HR","High","Decrease","5"
"EMP4640","Software Engineer","High","Decrease","4"
"EMP4646","Project Manager","High","Decrease","4"
"EMP4651","Designer","High","Decrease","5"
"EMP4694","HR","High","Decrease","4"
"EMP4715","Software Engineer","High","Decrease","4"
"EMP4726","Designer","High","Decrease","3"
"EMP4733","Software Engineer","High","Decrease","3"
"EMP4776","Software Engineer","High","Decrease","3"
"EMP4804","Project Manager","High","Decrease","4"
"EMP4809","Marketing","High","Decrease","4"
"EMP4843","Software Engineer","High","Decrease","5"
"EMP4854","Designer","High","Decrease","4"
"EMP4881","Marketing","High","Decrease","4"
"EMP4899","HR","High","Decrease","5"
"EMP4904","HR","High","Decrease","3"
"EMP4909","Data Scientist","High","Decrease","3"
"EMP4926","HR","High","Decrease","5"
"EMP4959","Project Manager","High","Decrease","5"
"EMP4996","Sales","High","Decrease","4"
